,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,passed_days,previous,previous_outcome,offer_status
54,24.0,9,1,2.0,0,-103.0,1,1,2,5,5,145.0,1.0,-1,0.0,3,0
55,38.0,2,1,3.0,0,243.0,0,1,2,5,5,174.0,1.0,-1,0.0,3,0
56,38.0,4,1,3.0,0,424.0,1,0,2,5,5,104.0,1.0,-1,0.0,3,0
57,47.0,1,0,2.0,0,306.0,1,0,2,5,5,13.0,1.0,-1,0.0,3,0
58,40.0,1,1,2.0,0,24.0,1,0,2,5,5,185.0,1.0,-1,0.0,3,0
59,46.0,7,0,1.0,0,179.0,1,0,2,5,5,1778.0,1.0,-1,0.0,3,0
60,32.0,0,0,3.0,0,0.0,1,0,2,5,5,138.0,1.0,-1,0.0,3,0
61,53.0,9,2,2.0,0,989.0,1,0,2,5,5,812.0,1.0,-1,0.0,3,0
62,57.0,1,0,1.0,0,249.0,1,0,2,5,5,164.0,1.0,-1,0.0,3,0
63,33.0,7,0,2.0,0,790.0,1,0,2,5,5,391.0,1.0,-1,0.0,3,0
64,49.0,1,0,2.0,0,154.0,1,0,2,5,5,357.0,1.0,-1,0.0,3,0
65,51.0,4,0,3.0,0,6530.0,1,0,2,5,5,91.0,1.0,-1,0.0,3,0
66,60.0,5,0,3.0,0,100.0,0,0,2,5,5,528.0,1.0,-1,0.0,3,0
67,59.0,4,2,3.0,0,59.0,1,0,2,5,5,273.0,1.0,-1,0.0,3,0
68,55.0,9,0,2.0,0,1205.0,1,0,2,5,5,158.0,2.0,-1,0.0,3,0
69,35.0,1,1,2.0,0,12223.0,1,1,2,5,5,177.0,1.0,-1,0.0,3,0
70,57.0,1,0,2.0,0,5935.0,1,1,2,5,5,258.0,1.0,-1,0.0,3,0
71,31.0,7,0,2.0,0,25.0,1,1,2,5,5,172.0,1.0,-1,0.0,3,0
72,54.0,4,0,2.0,0,282.0,1,1,2,5,5,154.0,1.0,-1,0.0,3,0
73,55.0,1,0,1.0,0,23.0,1,0,2,5,5,291.0,1.0,-1,0.0,3,0
74,43.0,9,0,2.0,0,1937.0,1,0,2,5,5,181.0,1.0,-1,0.0,3,0
75,53.0,9,0,2.0,0,384.0,1,0,2,5,5,176.0,1.0,-1,0.0,3,0
76,44.0,1,0,2.0,0,582.0,0,1,2,5,5,211.0,1.0,-1,0.0,3,0
77,55.0,7,2,2.0,0,91.0,0,0,2,5,5,349.0,1.0,-1,0.0,3,0
78,49.0,7,2,2.0,0,0.0,1,1,2,5,5,272.0,1.0,-1,0.0,3,0
79,55.0,7,2,2.0,1,1.0,1,0,2,5,5,208.0,1.0,-1,0.0,3,0
80,45.0,0,1,2.0,0,206.0,1,0,2,5,5,193.0,1.0,-1,0.0,3,0
81,47.0,7,2,2.0,0,164.0,0,0,2,5,5,212.0,1.0,-1,0.0,3,0
82,42.0,9,1,2.0,0,690.0,1,0,2,5,5,20.0,1.0,-1,0.0,3,0
83,59.0,0,0,2.0,0,2343.0,1,0,2,5,5,1042.0,1.0,-1,0.0,3,1
84,46.0,6,0,3.0,0,137.0,1,1,2,5,5,246.0,1.0,-1,0.0,3,0
85,51.0,1,0,1.0,0,173.0,1,0,2,5,5,529.0,2.0,-1,0.0,3,0
86,56.0,0,0,2.0,0,45.0,0,0,2,5,5,1467.0,1.0,-1,0.0,3,1
87,41.0,9,0,2.0,0,1270.0,1,0,2,5,5,1389.0,1.0,-1,0.0,3,1
88,46.0,4,2,2.0,0,16.0,1,1,2,5,5,188.0,2.0,-1,0.0,3,0
89,57.0,5,0,2.0,0,486.0,1,0,2,5,5,180.0,2.0,-1,0.0,3,0
90,42.0,4,1,2.0,0,50.0,0,0,2,5,5,48.0,1.0,-1,0.0,3,0
91,30.0,9,0,2.0,0,152.0,1,1,2,5,5,213.0,2.0,-1,0.0,3,0
92,60.0,0,0,2.0,0,290.0,1,0,2,5,5,583.0,1.0,-1,0.0,3,0
93,60.0,1,0,2.0,0,54.0,1,0,2,5,5,221.0,1.0,-1,0.0,3,0
94,57.0,2,2,2.0,0,-37.0,0,0,2,5,5,173.0,1.0,-1,0.0,3,0
95,36.0,4,0,3.0,0,101.0,1,1,2,5,5,426.0,1.0,-1,0.0,3,0
96,55.0,1,0,2.0,0,383.0,0,0,2,5,5,287.0,1.0,-1,0.0,3,0
97,60.0,5,0,3.0,0,81.0,1,0,2,5,5,101.0,1.0,-1,0.0,3,0
98,39.0,9,0,2.0,0,0.0,1,0,2,5,5,203.0,1.0,-1,0.0,3,0
99,46.0,4,0,3.0,0,229.0,1,0,2,5,5,197.0,1.0,-1,0.0,3,0
100,44.0,1,0,2.0,0,-674.0,1,0,2,5,5,257.0,1.0,-1,0.0,3,0
101,53.0,1,0,1.0,0,90.0,0,0,2,5,5,124.0,1.0,-1,0.0,3,0
102,52.0,1,0,1.0,0,128.0,1,0,2,5,5,229.0,1.0,-1,0.0,3,0
103,59.0,1,0,1.0,0,179.0,1,0,2,5,5,55.0,3.0,-1,0.0,3,0
104,27.0,9,1,3.0,0,0.0,1,0,2,5,5,400.0,1.0,-1,0.0,3,0
105,44.0,1,0,2.0,0,54.0,1,0,2,5,5,197.0,1.0,-1,0.0,3,0
106,47.0,9,0,3.0,0,151.0,1,0,2,5,5,190.0,1.0,-1,0.0,3,0
107,34.0,0,0,2.0,0,61.0,0,1,2,5,5,21.0,1.0,-1,0.0,3,0
108,59.0,5,1,2.0,0,30.0,1,0,2,5,5,514.0,1.0,-1,0.0,3,0
109,45.0,4,0,3.0,0,523.0,1,0,2,5,5,849.0,2.0,-1,0.0,3,0
110,29.0,7,2,2.0,0,31.0,1,0,2,5,5,194.0,1.0,-1,0.0,3,0
111,46.0,9,2,2.0,0,79.0,0,0,2,5,5,144.0,1.0,-1,0.0,3,0
112,56.0,6,0,1.0,0,-34.0,1,1,2,5,5,212.0,2.0,-1,0.0,3,0
113,36.0,1,0,1.0,0,448.0,1,0,2,5,5,286.0,1.0,-1,0.0,3,0
114,59.0,5,2,1.0,0,81.0,1,0,2,5,5,107.0,1.0,-1,0.0,3,0
115,44.0,1,0,2.0,0,144.0,1,0,2,5,5,247.0,2.0,-1,0.0,3,0
116,41.0,0,0,2.0,0,351.0,1,0,2,5,5,518.0,1.0,-1,0.0,3,0
117,33.0,4,1,3.0,0,-67.0,1,0,2,5,5,364.0,1.0,-1,0.0,3,0
118,59.0,4,2,3.0,0,262.0,0,0,2,5,5,178.0,1.0,-1,0.0,3,0
119,57.0,9,0,1.0,0,0.0,0,0,2,5,5,98.0,1.0,-1,0.0,3,0
120,56.0,9,2,2.0,0,56.0,1,0,2,5,5,439.0,1.0,-1,0.0,3,0
121,51.0,1,0,2.0,0,26.0,1,0,2,5,5,79.0,1.0,-1,0.0,3,0
122,34.0,0,0,2.0,0,3.0,1,0,2,5,5,120.0,3.0,-1,0.0,3,0
123,43.0,7,0,2.0,0,41.0,1,1,2,5,5,127.0,2.0,-1,0.0,3,0
124,52.0,9,0,3.0,0,7.0,0,1,2,5,5,175.0,1.0,-1,0.0,3,0
125,33.0,9,1,2.0,0,105.0,1,0,2,5,5,262.0,2.0,-1,0.0,3,0
126,29.0,0,1,2.0,0,818.0,1,1,2,5,5,61.0,1.0,-1,0.0,3,0
127,34.0,7,0,2.0,0,-16.0,1,1,2,5,5,78.0,1.0,-1,0.0,3,0
128,31.0,1,0,2.0,0,0.0,1,0,2,5,5,143.0,1.0,-1,0.0,3,0
129,55.0,7,0,2.0,0,2476.0,1,0,2,5,5,579.0,1.0,-1,0.0,3,1
130,55.0,4,0,2.0,0,1185.0,0,0,2,5,5,677.0,1.0,-1,0.0,3,0
131,32.0,0,1,2.0,0,217.0,1,0,2,5,5,345.0,1.0,-1,0.0,3,0
132,38.0,9,1,2.0,0,1685.0,1,0,2,5,5,185.0,1.0,-1,0.0,3,0
133,55.0,0,1,2.0,0,802.0,1,1,2,5,5,100.0,2.0,-1,0.0,3,0
134,28.0,10,1,3.0,0,0.0,1,0,2,5,5,125.0,2.0,-1,0.0,3,0
135,23.0,1,0,2.0,0,94.0,1,0,2,5,5,193.0,1.0,-1,0.0,3,0
136,32.0,9,1,2.0,0,0.0,1,0,2,5,5,136.0,1.0,-1,0.0,3,0
137,43.0,7,1,2.0,0,0.0,0,0,2,5,5,73.0,1.0,-1,0.0,3,0
138,32.0,1,0,2.0,0,517.0,1,0,2,5,5,528.0,1.0,-1,0.0,3,0
139,46.0,1,0,2.0,0,265.0,1,0,2,5,5,541.0,1.0,-1,0.0,3,0
140,53.0,3,2,1.0,0,947.0,1,0,2,5,5,163.0,1.0,-1,0.0,3,0
141,34.0,6,1,2.0,0,3.0,1,0,2,5,5,301.0,1.0,-1,0.0,3,0
142,57.0,10,0,3.0,0,42.0,0,0,2,5,5,46.0,1.0,-1,0.0,3,0
143,37.0,1,0,2.0,0,37.0,1,0,2,5,5,204.0,1.0,-1,0.0,3,0
144,59.0,1,0,2.0,0,57.0,1,0,2,5,5,98.0,1.0,-1,0.0,3,0
145,33.0,7,0,2.0,0,22.0,1,0,2,5,5,71.0,1.0,-1,0.0,3,0
146,56.0,1,2,1.0,0,8.0,1,0,2,5,5,157.0,2.0,-1,0.0,3,0
147,48.0,10,0,2.0,0,293.0,1,0,2,5,5,243.0,1.0,-1,0.0,3,0
148,43.0,7,0,1.0,0,3.0,1,0,2,5,5,186.0,2.0,-1,0.0,3,0
149,54.0,1,0,1.0,0,348.0,1,0,2,5,5,579.0,2.0,-1,0.0,3,0
150,51.0,1,0,2.0,0,-19.0,1,0,2,5,5,163.0,2.0,-1,0.0,3,0
151,26.0,8,1,2.0,0,0.0,1,0,2,5,5,610.0,2.0,-1,0.0,3,0
152,40.0,4,0,3.0,0,-4.0,1,0,2,5,5,2033.0,1.0,-1,0.0,3,0
153,39.0,4,0,2.0,0,18.0,1,0,2,5,5,85.0,1.0,-1,0.0,3,0
154,50.0,9,0,1.0,0,139.0,0,0,2,5,5,114.0,2.0,-1,0.0,3,0
155,41.0,7,0,2.0,0,0.0,1,0,2,5,5,114.0,2.0,-1,0.0,3,0
156,51.0,1,0,2.0,0,1883.0,1,0,2,5,5,57.0,1.0,-1,0.0,3,0
157,60.0,5,2,2.0,0,216.0,1,0,2,5,5,238.0,1.0,-1,0.0,3,0
158,52.0,1,0,2.0,0,782.0,1,0,2,5,5,93.0,3.0,-1,0.0,3,0
159,48.0,1,0,2.0,0,904.0,1,0,2,5,5,128.0,2.0,-1,0.0,3,0
160,48.0,7,0,2.0,0,1705.0,1,0,2,5,5,107.0,1.0,-1,0.0,3,0
161,39.0,9,1,3.0,0,47.0,1,0,2,5,5,181.0,1.0,-1,0.0,3,0
162,47.0,7,1,2.0,0,176.0,1,0,2,5,5,303.0,2.0,-1,0.0,3,0
163,40.0,1,0,2.0,0,1225.0,1,0,2,5,5,558.0,5.0,-1,0.0,3,0
164,45.0,9,0,2.0,0,86.0,1,0,2,5,5,270.0,1.0,-1,0.0,3,0
165,26.0,0,1,2.0,0,82.0,1,0,2,5,5,228.0,1.0,-1,0.0,3,0
166,52.0,4,0,3.0,0,271.0,1,0,2,5,5,99.0,1.0,-1,0.0,3,0
167,54.0,9,0,2.0,0,1378.0,1,0,2,5,5,240.0,1.0,-1,0.0,3,0
168,54.0,0,0,3.0,0,184.0,0,0,2,5,5,673.0,2.0,-1,0.0,3,1
169,50.0,1,0,1.0,0,0.0,0,0,2,5,5,233.0,3.0,-1,0.0,3,0
170,35.0,1,0,2.0,0,0.0,1,0,2,5,5,1056.0,1.0,-1,0.0,3,0
171,44.0,7,0,2.0,0,1357.0,1,1,2,5,5,250.0,1.0,-1,0.0,3,0
172,53.0,2,0,2.0,0,19.0,1,0,2,5,5,252.0,1.0,-1,0.0,3,0
173,35.0,5,1,1.0,0,434.0,0,0,2,5,5,138.0,1.0,-1,0.0,3,0
174,60.0,0,2,2.0,0,92.0,1,0,2,5,5,130.0,1.0,-1,0.0,3,0
175,53.0,0,2,2.0,0,1151.0,1,0,2,5,5,412.0,1.0,-1,0.0,3,0
176,48.0,10,0,2.0,0,41.0,1,0,2,5,5,179.0,2.0,-1,0.0,3,0
177,34.0,9,0,2.0,0,51.0,1,0,2,5,5,19.0,2.0,-1,0.0,3,0
178,54.0,7,0,2.0,0,214.0,1,0,2,5,5,458.0,2.0,-1,0.0,3,0
179,51.0,4,0,2.0,0,1161.0,1,0,2,5,5,717.0,1.0,-1,0.0,3,0
180,31.0,7,0,3.0,0,37.0,1,0,2,5,5,313.0,1.0,-1,0.0,3,0
181,35.0,9,2,2.0,0,787.0,1,0,2,5,5,683.0,2.0,-1,0.0,3,0
182,35.0,7,0,2.0,0,59.0,1,0,2,5,5,1077.0,1.0,-1,0.0,3,0
183,38.0,9,0,2.0,0,253.0,1,0,2,5,5,416.0,1.0,-1,0.0,3,0
184,36.0,0,0,3.0,0,211.0,1,0,2,5,5,146.0,2.0,-1,0.0,3,0
185,58.0,5,0,1.0,0,235.0,1,0,2,5,5,167.0,1.0,-1,0.0,3,0
186,40.0,7,2,2.0,0,4384.0,1,0,2,5,5,315.0,1.0,-1,0.0,3,0
187,54.0,4,0,2.0,0,4080.0,0,0,2,5,5,140.0,1.0,-1,0.0,3,0
188,34.0,1,1,2.0,0,53.0,1,1,2,5,5,346.0,1.0,-1,0.0,3,0
189,31.0,4,1,3.0,0,0.0,1,0,2,5,5,562.0,1.0,-1,0.0,3,0
190,51.0,5,0,2.0,0,2127.0,1,0,2,5,5,172.0,1.0,-1,0.0,3,0
191,33.0,4,0,3.0,0,377.0,1,0,2,5,5,217.0,1.0,-1,0.0,3,0
192,55.0,4,0,3.0,0,73.0,1,0,2,5,5,142.0,2.0,-1,0.0,3,0
193,42.0,0,0,2.0,0,445.0,1,0,2,5,5,67.0,1.0,-1,0.0,3,0
194,34.0,1,0,2.0,0,243.0,1,0,2,5,5,291.0,1.0,-1,0.0,3,0
195,33.0,1,1,2.0,0,307.0,1,0,2,5,5,309.0,2.0,-1,0.0,3,0
196,38.0,7,0,2.0,0,155.0,1,0,2,5,5,248.0,1.0,-1,0.0,3,0
197,50.0,9,2,3.0,0,173.0,0,1,2,5,5,98.0,1.0,-1,0.0,3,0
198,43.0,4,0,3.0,0,400.0,1,0,2,5,5,256.0,1.0,-1,0.0,3,0
199,61.0,1,2,1.0,0,1428.0,1,0,2,5,5,82.0,2.0,-1,0.0,3,0
200,47.0,0,0,2.0,0,219.0,1,0,2,5,5,577.0,1.0,-1,0.0,3,0
201,48.0,6,0,3.0,0,7.0,1,0,2,5,5,286.0,1.0,-1,0.0,3,0
202,44.0,1,0,2.0,0,575.0,1,0,2,5,5,477.0,1.0,-1,0.0,3,0
203,35.0,8,1,2.0,0,298.0,1,0,2,5,5,611.0,2.0,-1,0.0,3,0
204,35.0,7,0,2.0,0,0.0,1,0,2,5,5,471.0,1.0,-1,0.0,3,0
205,50.0,7,0,2.0,0,5699.0,1,0,2,5,5,381.0,2.0,-1,0.0,3,0
206,41.0,4,0,3.0,0,176.0,1,1,2,5,5,42.0,1.0,-1,0.0,3,0
207,41.0,4,0,3.0,0,517.0,1,0,2,5,5,251.0,1.0,-1,0.0,3,0
208,39.0,7,1,2.0,0,257.0,1,0,2,5,5,408.0,1.0,-1,0.0,3,0
209,42.0,5,0,2.0,0,56.0,1,0,2,5,5,215.0,1.0,-1,0.0,3,0
210,38.0,1,0,2.0,0,-390.0,1,0,2,5,5,287.0,1.0,-1,0.0,3,0
211,53.0,5,0,2.0,0,330.0,1,0,2,5,5,216.0,2.0,-1,0.0,3,0
212,59.0,3,2,1.0,0,195.0,0,0,2,5,5,366.0,2.0,-1,0.0,3,0
213,36.0,7,0,2.0,0,301.0,1,0,2,5,5,210.0,1.0,-1,0.0,3,0
214,54.0,1,0,1.0,0,-41.0,1,0,2,5,5,288.0,1.0,-1,0.0,3,0
215,40.0,9,0,3.0,0,483.0,1,0,2,5,5,168.0,1.0,-1,0.0,3,0
216,47.0,11,0,2.0,0,28.0,0,0,2,5,5,338.0,2.0,-1,0.0,3,0
217,53.0,10,0,2.0,0,13.0,0,0,2,5,5,410.0,3.0,-1,0.0,3,0
218,46.0,3,0,1.0,0,965.0,0,0,2,5,5,177.0,1.0,-1,0.0,3,0
219,39.0,4,0,3.0,0,378.0,1,1,2,5,5,127.0,2.0,-1,0.0,3,0
220,40.0,10,0,2.0,0,219.0,1,0,2,5,5,357.0,1.0,-1,0.0,3,0
221,28.0,1,0,1.0,0,324.0,1,0,2,5,5,175.0,1.0,-1,0.0,3,0
222,35.0,2,2,2.0,0,-69.0,1,0,2,5,5,300.0,1.0,-1,0.0,3,0
223,55.0,5,0,2.0,0,0.0,0,1,2,5,5,136.0,1.0,-1,0.0,3,0
224,43.0,9,2,2.0,0,205.0,1,0,2,5,5,1419.0,1.0,-1,0.0,3,0
225,48.0,1,0,1.0,0,278.0,1,0,2,5,5,125.0,2.0,-1,0.0,3,0
226,58.0,4,0,2.0,0,1065.0,1,0,2,5,5,213.0,3.0,-1,0.0,3,0
227,33.0,4,1,3.0,0,34.0,1,0,2,5,5,27.0,1.0,-1,0.0,3,0
228,36.0,1,0,2.0,0,1033.0,0,0,2,5,5,238.0,2.0,-1,0.0,3,0
229,53.0,7,2,2.0,0,1467.0,1,0,2,5,5,124.0,1.0,-1,0.0,3,0
230,47.0,1,0,1.0,0,-12.0,1,0,2,5,5,18.0,1.0,-1,0.0,3,0
231,31.0,7,0,2.0,0,388.0,1,0,2,5,5,730.0,2.0,-1,0.0,3,0
232,57.0,2,0,2.0,0,294.0,1,0,2,5,5,746.0,2.0,-1,0.0,3,0
233,53.0,1,0,2.0,0,1827.0,0,0,2,5,5,121.0,1.0,-1,0.0,3,0
234,55.0,1,0,1.0,0,627.0,1,0,2,5,5,247.0,1.0,-1,0.0,3,0
235,45.0,1,0,1.0,0,25.0,1,0,2,5,5,40.0,1.0,-1,0.0,3,0
236,53.0,0,2,2.0,0,315.0,1,0,2,5,5,181.0,2.0,-1,0.0,3,0
237,37.0,1,0,1.0,0,0.0,1,0,2,5,5,79.0,1.0,-1,0.0,3,0
238,44.0,0,2,2.0,0,66.0,1,0,2,5,5,206.0,1.0,-1,0.0,3,0
239,49.0,1,2,1.0,0,-9.0,1,1,2,5,5,389.0,1.0,-1,0.0,3,0
240,46.0,9,0,2.0,0,349.0,1,1,2,5,5,127.0,1.0,-1,0.0,3,0
241,43.0,2,0,2.0,0,100.0,1,0,2,5,5,702.0,1.0,-1,0.0,3,0
242,38.0,0,0,2.0,0,0.0,0,0,2,5,5,151.0,1.0,-1,0.0,3,0
243,43.0,9,0,2.0,0,434.0,1,0,2,5,5,117.0,1.0,-1,0.0,3,0
244,49.0,4,0,3.0,0,3237.0,1,0,2,5,5,232.0,3.0,-1,0.0,3,0
245,42.0,4,0,2.0,0,275.0,0,0,2,5,5,408.0,2.0,-1,0.0,3,0
246,22.0,1,1,2.0,0,0.0,1,0,2,5,5,179.0,2.0,-1,0.0,3,0
247,40.0,4,0,3.0,0,207.0,1,0,2,5,5,39.0,1.0,-1,0.0,3,0
248,39.0,1,0,2.0,0,483.0,1,0,2,5,5,282.0,1.0,-1,0.0,3,0
249,51.0,7,0,2.0,0,2248.0,1,0,2,5,5,714.0,2.0,-1,0.0,3,0
250,49.0,0,0,2.0,0,428.0,1,0,2,5,5,50.0,1.0,-1,0.0,3,0
251,53.0,1,0,2.0,0,0.0,1,1,2,5,5,181.0,1.0,-1,0.0,3,0
252,34.0,7,1,2.0,0,0.0,1,0,2,5,5,142.0,1.0,-1,0.0,3,0
253,33.0,9,2,2.0,0,140.0,1,0,2,5,5,227.0,1.0,-1,0.0,3,0
254,50.0,4,1,3.0,0,297.0,1,0,2,5,5,119.0,1.0,-1,0.0,3,0
255,39.0,1,0,1.0,0,279.0,1,0,2,5,5,361.0,1.0,-1,0.0,3,0
256,59.0,2,2,2.0,0,901.0,1,0,2,5,5,73.0,3.0,-1,0.0,3,0
257,30.0,9,1,2.0,0,2573.0,1,0,2,5,5,67.0,2.0,-1,0.0,3,0
258,36.0,7,0,2.0,0,143.0,1,1,2,5,5,350.0,1.0,-1,0.0,3,0
259,40.0,1,0,2.0,0,475.0,1,0,2,5,5,332.0,2.0,-1,0.0,3,0
260,53.0,1,0,2.0,0,70.0,1,0,2,5,5,611.0,2.0,-1,0.0,3,0
261,34.0,4,1,3.0,0,318.0,1,0,2,5,5,113.0,2.0,-1,0.0,3,0
262,37.0,9,0,2.0,0,275.0,1,0,2,5,5,132.0,1.0,-1,0.0,3,0
263,42.0,4,2,3.0,0,742.0,1,0,2,5,5,58.0,3.0,-1,0.0,3,0
264,41.0,2,0,1.0,0,236.0,1,0,2,5,5,151.0,1.0,-1,0.0,3,0
265,30.0,8,1,3.0,0,25.0,1,0,2,5,5,89.0,2.0,-1,0.0,3,0
266,37.0,4,1,3.0,0,600.0,1,0,2,5,5,152.0,1.0,-1,0.0,3,0
267,39.0,0,2,2.0,0,-349.0,1,0,2,5,5,611.0,2.0,-1,0.0,3,0
268,41.0,1,0,1.0,0,183.0,1,1,2,5,5,110.0,2.0,-1,0.0,3,0
269,40.0,1,0,1.0,0,0.0,1,0,2,5,5,463.0,1.0,-1,0.0,3,0
270,42.0,4,1,3.0,0,0.0,1,1,2,5,5,562.0,2.0,-1,0.0,3,1
271,40.0,1,2,1.0,0,0.0,1,0,2,5,5,962.0,1.0,-1,0.0,3,0
272,57.0,9,0,2.0,0,1078.0,1,0,2,5,5,10.0,4.0,-1,0.0,3,0
273,56.0,2,2,2.0,0,155.0,0,0,2,5,5,118.0,3.0,-1,0.0,3,0
274,37.0,0,0,2.0,0,190.0,1,0,2,5,5,92.0,2.0,-1,0.0,3,0
275,59.0,5,0,2.0,0,319.0,1,0,2,5,5,143.0,3.0,-1,0.0,3,0
276,39.0,7,2,2.0,0,-185.0,1,0,2,5,5,189.0,3.0,-1,0.0,3,0
277,49.0,7,0,2.0,0,47.0,0,0,2,5,5,234.0,2.0,-1,0.0,3,0
278,38.0,7,1,2.0,0,570.0,1,0,2,5,5,75.0,2.0,-1,0.0,3,0
279,36.0,6,0,3.0,0,19.0,0,0,2,5,5,189.0,2.0,-1,0.0,3,0
280,50.0,1,0,1.0,0,61.0,1,0,2,5,5,621.0,3.0,-1,0.0,3,0
281,41.0,0,0,2.0,0,-62.0,1,1,2,5,5,55.0,2.0,-1,0.0,3,0
